idx,ID,Name,Country,Volume,Alcohol,Price
373,Nr 94704,Barolo,Italien,1500 ml,"14,5 %",1 779:-
374,Nr 93657,Barolo Cerretta,Italien,750 ml,"14,5 %",899:-
375,Nr 94886,Borgogno,Italien,750 ml,"14,5 %",1 069:-
376,Nr 94102,Borgogno Barolo,Italien,750 ml,14 %,891:-
377,Nr 90033,Dolcetto d'Alba,Italien,750 ml,"13,5 %",199:-
378,Nr 94703,Langhe Nebbiolo,Italien,750 ml,14 %,349:-
379,Nr 93558,Barolo Margheria,Italien,750 ml,"14,5 %",779:-
380,Nr 2372,Gattinara,Italien,750 ml,"13,5 %",221:-
381,Nr 92992,Gaja Pieve Santa Restituta,Italien,750 ml,"14,5 %",599:-
382,Nr 92319,Montefalco Rosso,Italien,750 ml,"14,5 %",151:-
